№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
4429;2299785-1;16622166-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шестигранник;Шестигранник 22;120;Килограмм;187.50;22 500.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4430;2299785-1;16622168-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шестигранник;Шестигранник 24;100;Килограмм;187.50;18 750.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4431;2299785-1;16622169-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шестигранник;Шестигранник 27;60;Килограмм;187.50;11 250.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4432;2299785-1;16622170-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шестигранник;Шестигранник 30;70;Килограмм;187.50;13 125.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4433;2299785-1;16622171-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шестигранник;Шестигранник 32;50;Килограмм;187.50;9 375.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4434;2299785-1;16622172-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Электрод сварочный;Электроды сварочные;800;Килограмм;357.14;285 712.00;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4435;2299785-1;16622174-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лист;Сталь листовая 2 мм;32;Килограмм;214.84;6 874.88;2018-02-09 11:20:00;2018-02-16 11:25:30;Запрос ценовых предложений;Закупка не состоялась
4436;2291987-1;16622193-ОК1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Услуга;Услуги по проведению экологического контроля;Согласно технической спецификации;1;Одна услуга;674 107.14;674 107.14;2018-02-14 17:36:07;2018-03-01 17:36:07;Открытый конкурс;Закупка состоялась
4437;2284625-1;16586417-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Выключатель;Автоматический выключатель ВА 47-29 32А;4;Штука;290.18;1 160.72;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4438;2284625-1;16586424-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Труба;гофра диаметр 16мм;39;Метр;59.53;2 321.67;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4439;2284625-1;16586425-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Плита древесная;ДВП в листах по 4,675м2;222;Лист;312.50;69 375.00;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4440;2284625-1;16586435-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Олифа;Олифа;74;Литр (куб. дм.);66.07;4 889.18;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4441;2284625-1;16586443-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лист;Шифер;180;Метр квадратный;160.71;28 927.80;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4442;2284625-1;16586436-ЗЦП2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Патрон;Патрон электрический навесные;10;Штука;267.86;2 678.60;2018-02-06 14:45:00;2018-02-13 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4443;2284013-1;16586423-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лист гипсокартонный;гипсокортон;272;Метр квадратный;428.70;116 606.40;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
4444;2284013-1;16586439-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Рубероид;Рубероид;150;Метр квадратный;160.71;24 106.50;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
4445;2284012-1;16586421-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Герметик силиконовый;герметик силиконовый;30;Штука;598.21;17 946.30;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
4446;2284011-1;16586433-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Навес;Навес универсальные;104;Штука;115.90;12 053.60;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
4447;2284010-1;16586432-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Линолеум;линолеум;70;Метр квадратный;1 250.00;87 500.00;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
4448;2284009-1;16586446-ОИ2;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Коробка;Коробка распределительная электромонтажная;15;Штука;446.43;6 696.45;2018-02-06 12:36:04;2018-02-12 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
4449;2282367-1;16622188-ОК1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Услуга;Услуги охраны;Согласно технической спецификаций;1;Одна услуга;225 267.87;225 267.87;2018-02-13 10:57:08;2018-02-28 10:57:08;Открытый конкурс;Закупка не состоялась
4450;2279541-1;17838835-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Жидкость охлаждающая;Антифриз-65 красного цвета;515;Литр (куб. дм.);535.71;275 890.65;2018-02-05 16:30:00;2018-02-12 16:30:00;Запрос ценовых предложений;Закупка состоялась
4451;2279541-1;16586363-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Жидкость тормозная;Жидкость тормозная ДОТ-4;40;Литр (куб. дм.);803.57;32 142.80;2018-02-05 16:30:00;2018-02-12 16:30:00;Запрос ценовых предложений;Закупка состоялась
4452;2279175-1;17800648-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Солидол;Пластичная смазка солидол;18;Килограмм;580.35;10 446.30;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4453;2279175-1;17803411-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, для двухтактных двигателей;160;Литр (куб. дм.);625.00;100 000.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка не состоялась
4454;2279175-1;17797885-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, марка 10W-40,;1600;Литр (куб. дм.);669.64;1 071 424.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4455;2279175-1;17796143-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, марка М-8Г2к;1500;Литр (куб. дм.);415.18;622 770.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4456;2279175-1;17799037-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, для бензиновых двигателей, обозначение по SAE 10W-30;400;Литр (куб. дм.);2 589.29;1 035 716.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4457;2279175-1;17822533-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Смазка;Смазка автомобильная, марка ШРУС;15;Килограмм;2 017.86;30 267.90;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4458;2279175-1;17799385-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло гидравлическое, марка ВМГЗ;300;Литр (куб. дм.);419.64;125 892.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка не состоялась
4459;2279175-1;17822996-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло трансмиссионное для АКПП;50;Литр (куб. дм.);2 142.86;107 143.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4460;2279175-1;17798321-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, для бензиновых двигателей, обозначение по SAE 5W-40;920;Литр (куб. дм.);803.57;739 284.40;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4461;2279175-1;16586362-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное марка М-10Г2к,;2000;Литр (куб. дм.);418.75;837 500.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4462;2279175-1;17800079-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло трансмиссионное, марка ТАД-17;200;Литр (куб. дм.);535.71;107 142.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4463;2279175-1;17800264-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло трансмиссионное, марка ТЭП-15;120;Литр (куб. дм.);535.71;64 285.20;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4464;2279175-1;17800455-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Смазка;Пластичная смазка Литол-24;35;Килограмм;1 000.00;35 000.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4465;2279175-1;17802079-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Присадка;Присадка для дизельного топлива (антигель);70;Литр (куб. дм.);2 410.71;168 749.70;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка не состоялась
4466;2279175-1;17796557-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Масло;Масло моторное, марка М-8В;800;Литр (куб. дм.);424.10;339 280.00;2018-02-05 16:20:00;2018-02-12 16:20:00;Запрос ценовых предложений;Закупка состоялась
4467;2275963-1;16621923-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А1030;2;Штука;535.71;1 071.42;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4468;2275963-1;16621924-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1400;2;Штука;892.85;1 785.70;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4469;2275963-1;16621925-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1450;2;Штука;892.85;1 785.70;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4470;2275963-1;16621926-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1500;2;Штука;1 071.42;2 142.84;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4471;2275963-1;16621927-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1775;2;Штука;1 607.14;3 214.28;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4472;2275963-1;16621928-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной 6РК 1703 КАМАЗ;2;Штука;3 125.00;6 250.00;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4473;2275963-1;16621930-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 944;15;Штука;625.00;9 375.00;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4474;2275963-1;16621931-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1018;10;Штука;535.71;5 357.10;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4475;2275963-1;16621932-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной А 1045;10;Штука;669.64;6 696.40;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4476;2275963-1;16621988-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Болт;Болты лемешныые с гайками;45;Килограмм;1 071.43;48 214.35;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4477;2275963-1;16621989-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Измельчитель;Головка ножа режущего аппарата для косилки КС-2 1 КЗНМ;15;Штука;1 428.57;21 428.55;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4478;2275963-1;16621990-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Фильтр;Фильтр воздушный КАМАЗ евро2 комплект;1;Штука;14 285.71;14 285.71;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4479;2275963-1;16621991-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск;Диск сцепления МТЗ 1221 усилленная;1;Штука;8 482.14;8 482.14;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4480;2275963-1;16621907-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск;Диск сцепления для МТЗ-82;1;Штука;7 142.86;7 142.86;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4481;2275963-1;16621908-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Стекло;Ветровое стекло для МТЗ;2;Штука;3 035.72;6 071.44;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка не состоялась
4482;2275963-1;16621909-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Измельчитель;Зуб грабельный;40;Штука;620.54;24 821.60;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка не состоялась
4483;2275963-1;16621910-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лемех;Лемеха ПЛН-3/35;90;Штука;1 964.29;176 786.10;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка не состоялась
4484;2275963-1;16621911-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Насос водяной;Насос водяной для МТЗ-1025;1;Штука;16 071.43;16 071.43;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка состоялась
4485;2275963-1;16621934-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной 6РК 1370;3;Штука;1 696.42;5 089.26;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка не состоялась
4486;2275963-1;16621935-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Ремень;Ремень приводной Б 1103 ЗИЛ;8;Штука;1 517.85;12 142.80;2018-02-05 11:00:00;2018-02-12 11:00:00;Запрос ценовых предложений;Закупка не состоялась
4487;2271015-1;16621956-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Цилиндр;Рабочий цилиндр сцепления НИВА;2;Штука;2 455.36;4 910.72;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4488;2271015-1;16621959-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Радиатор;Радиатор системы охлаждения КАМАЗ;1;Штука;92 678.57;92 678.57;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4489;2271015-1;16621960-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Вал распределительный;Распределительный вал ВАЗ в сборе (комплект);2;Штука;12 946.43;25 892.86;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4490;2271015-1;16621961-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Реле;Реле стартера ВАЗ 21214;2;Штука;580.36;1 160.72;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4491;2271015-1;16621875-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Комплект прокладок;Комплект прокладок ДВС d=92.0 УАЗ;2;Комплект;3 750.00;7 500.00;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4492;2271015-1;16621876-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Комплект прокладок;Комплект прокладок ДВС для ЗИЛ;1;Комплект;6 160.72;6 160.72;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4493;2271015-1;16621877-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Комплект прокладок;Комплект прокладок ДВС для УАЗ d=95,5;2;Комплект;3 750.00;7 500.00;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4494;2271015-1;16621954-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Комплект прокладок;Прокладка ГБЦ ВАЗ 21214 d=82.0;5;Комплект;982.14;4 910.70;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4495;2271015-1;16621866-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Шарнир;Граната наружная для Лексус;2;Штука;27 142.86;54 285.72;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4496;2271015-1;16621867-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Диск;Диск сцепления для КАМАЗ;2;Штука;8 928.58;17 857.16;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4497;2271015-1;16621868-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Замок;Замок задней двери ВАЗ -21214;2;Штука;803.58;1 607.16;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4498;2271015-1;16621870-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Втулка;Запорная втулка подшипника полуоси ВАЗ -21214;10;Штука;312.50;3 125.00;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка не состоялась
4499;2271015-1;16621871-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Катушка;Катушка зажигания модуль 406 дв;2;Штука;5 892.86;11 785.72;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4500;2271015-1;16621872-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Колодка;Колодки тормозные для ТОЙОТА Хайс задние;2;Штука;8 482.15;16 964.30;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4501;2271015-1;16621856-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Насос;Бензонасос для ГАЗ-3307;1;Штука;6 071.43;6 071.43;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4502;2271015-1;16621857-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Насос;Бензонасос для УАЗ 31514;1;Штука;6 071.43;6 071.43;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4503;2271015-1;16621859-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Вал;Вал карданный задний для УАЗ 3741;2;Штука;20 535.72;41 071.44;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4504;2271015-1;16621953-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Провод;Провода высокого напряжения ВАЗ 21214;3;Комплект;2 232.14;6 696.42;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4505;2271015-1;16621955-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Цилиндр;Рабочий тормозной цилиндр УАЗ;10;Штука;2 232.14;22 321.40;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4506;2271015-1;16621860-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Карданный вал;Вал карданный передний УАЗ 3741;2;Штука;20 535.72;41 071.44;2018-02-02 14:40:00;2018-02-09 14:45:00;Запрос ценовых предложений;Закупка состоялась
4507;2270879-1;16622149-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лампа светодиодная;Электролампы светодиодные WA60-17-230E27-4500;50;Штука;625.00;31 250.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка состоялась
4508;2270879-1;16622151-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лампа люминесцентная;Электролампы светодиодные T8F-1200-18-4000M;100;Штука;1 160.71;116 071.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка состоялась
4509;2270879-1;16622153-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лампа люминесцентная;Электролампы светодиодные T8F-600-10-4000M;100;Штука;642.86;64 286.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка состоялась
4510;2270879-1;16622154-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Лампа светодиодная;Электролампы 36В 60ВТ Е27;100;Штука;89.29;8 929.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка не состоялась
4511;2270879-1;16622114-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Вилка;Вилка электрическая 220 В;10;Штука;178.57;1 785.70;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка не состоялась
4512;2270879-1;16622116-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Кабель;Кабель ВВГ 2*1,5;100;Метр;116.07;11 607.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка состоялась
4513;2270879-1;16622118-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Кабель;Кабель ВВГ 3*1,5;100;Метр;147.32;14 732.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка не состоялась
4514;2270879-1;16622120-ЗЦП1;;"ГУ ""Государственный национальный природный парк ""Бурабай"" Управления делами Президента Республики Казахстан""";Товар;Кабель;Кабель ВВГ 2*2.5;100;Метр;160.71;16 071.00;2018-02-02 12:10:00;2018-02-09 12:10:00;Запрос ценовых предложений;Закупка состоялась
