№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
427;4348769-1;30777988-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;Специализированная, высококалорийная (1,56ккал/мл) полностью сбалансированная по всем нутриентам жидкая смесь для энтерального питания с пищевыми волокнами. Осмолярность 510мОсм/л. Общая калорийность 312ккал. Флакон 200 мл. С персиково-абрикосовым вкусом.;20;Флакон;1 020.00;20 400.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
428;4348769-1;30777752-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;"Готовое жидкое изокалорическое стерильное питание с физиологическим содержанием белка. Оптимален для начального (адаптирующего) этапа нутритивной поддержки. Не содержит пищевых волокон и может применяться в ситуациях, требующих сниженной моторики кишки. Для зондового и перорального применения. Пищевая ценность на 100 мл продукта: Энергетическая ценность кКал 100; Белок (16% энергии) 4 г (казеин 25%, сывороточный и растительный 40%, включая соевый); Жиры (35% энергии) 3,9 г - Насыщенные г 0,4, Линолевая кислота г 0,92, Ą-линоленовая кислота г 0,19; Углеводы (49% энергии) г 12,3; Сахара - 1, Полисахариды - 11; Пищевые волокна отсутствуют; Осмолярность мОсм/л 255. Обогащен натуральными каротиноидами, витаминами В, С, Е и мкироэлементами (хром, селен, медь) обеспечивает антиоксидантную защиту. Не содержит лактозу, глютен, холестерин, ГМО, может применяться при беременности.";20;Штука;4 200.00;84 000.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
429;4348769-1;30777890-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;500 мл Энергетическая ценность: 1 мл = 1 ккал.Белковый компонент представлен легкоусвояемыми, биологически высоко ценными белками молока (60 %) и сои (40 %)Комбинация соевого, рапсового масел, МСТ и рыбьего жира дает оптимальное соотношение ПНЖК.Соотношение жирных кислот ω-3 : ω-6 : ω-9 = 1 : 3,1 : 3,0.Углеводы представлены мальтодекстрином с высоким содержанием полисахаридов 1,5 % пищевых волокон (1,5 г / 100 мл).Распределение энергетической ценности (% ккал): белки : жиры : углеводы : пищевые волокна = 15 : 29 : 53 : 3.Не содержит глютена, холестерина, лактозы. Содержание пурина 2,8 мг в 100 мл.Осмолярность 260 мОсм/л.Контейнеры по 500 мл, вкус нейтральный;45;Штука;2 700.00;121 500.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
430;4348769-1;30777918-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;"С пищевыми волокнами 1000 мл Жидкое изокалорическое стерильное питание с физиологическим сожержанием белка, обогащенное уникальной смесью шести видов пищевых волокон MF6. Идеален для состояний, требующих нормализации работы кишечника. Для зондового и преорального ппименения. Пищевая ценность на 100 мл продукта: Энергетическая ценность кКал 103; Белок г 4 (казеин 25%, сывороточный 35%, соевый 20% изолят белка гороха 20%, гидролизат пшеничного белка; Жиры г 3,9 - Насыщенные г 1, мононенасыщенные г 2,2, полиненасыщенные г 0,7 линолевая ЖК мг 499, альфа-линоленовая ЖК мг 134, омега-3 ЖК (эйкозапентаеновая + докозагексаеновая) мг 33,5, среднецепочечные триглицериды мг 0,61, длинноцепочечные триглицериды г ; Незаменимые жирные кислоты - омега 6 : омега 3 г 2,87:1; Пищевые волокна г 1,5 количество видов ПВ 6 видов (3 растворимых + 3 нерастворимых); Углеводы г 12,3 - Сахара г 0,8 Полисахариды г 11,3; Осмолярность мОсм/л 250. Обогащен натуральными каротиноидами, витаминами В, С, Е и мкироэлементами (хром, селен, медь) обеспечивает антиоксидантную защиту. Не содержит лактозу, глютен, холестерин, ГМО, может применяться при беременности.";35;Штука;5 200.00;182 000.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
431;4348769-1;30777784-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;"жидкая смесь для перорального и зондового питания. Среднее содержание в 100 мл. : энергетическая ценность 150 ккал.; углеводы 18,8 г из них сахар 1,9 г; белок 7,5 г.; жиры 5,0 г; насыщенные жирные кислоты 3,0 г.,из них МСТ 2,6 г.; эссенциальные жирные кислоты 0,6 г.; омега - 3 жирные кислоты 0,4 г.; волокна - 0 г. Соотношение белки : жиры : углеводы : 20 : 30 : 50.нейтральный вкус, без пищевых волокон, 750 ккал, 500 мл.";213;Флакон;2 700.00;575 100.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
432;4348769-1;30777942-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;500 мл Специализированная формула для перорального и энтерального (зондового) питания с высоким содержанием энергии, обогащенная пищевыми волокнами, для пациентов с острой и хронической печеночной недостаточностью, а также печеночной энцефалопатией. Готовая к использованию, жидкая гиперкалорическая смесь (1,32ккал/мл). Осмолярность 395мОсм/л. Общая калорийность 660ккал. Флакон 500мл. С шоколадным вкусом;15;Флакон;2 377.00;35 655.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
433;4348769-1;30775086-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Натрия хлорид;Натрия пертехнетат (генератор) раствор для инъекций;9;Штука;565 100.00;5 085 900.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
434;4348769-1;30777957-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;Специализированная полуэлементная формула для перорального и энтерального (зондового) питания на основе пептидов и среднецепочечных триглицеридов для пациентов с нарушением переваривания и всасывания. Готовая к использованию, жидкая изокалорическая смесь (1ккал/мл). Осмолярность 310мОсм/л. Общая калорийность 500ккал. Флакон 500мл.;30;Флакон;2 743.00;82 290.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
435;4348769-1;30777766-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Фермент;"жидкая смесь для перорального и зондового питания. Среднее содержание в 100 мл. : энергетическая ценность 100 ккал.; углеводы 13,8 г из них сахар 0,44 г; белок 3,8 г.; жиры 3,3 г; эссенциальные жирные кислоты 1,7 г.; насыщенные жирные кислоты 0,99 г., из них МСТ 0,5 г.; омега - 3 жирные кислоты 0,26 г.; волокна - 0 г. Соотношение белки : жиры : углеводы : 15 : 30 : 55.нейтральный вкус, без пищевых волокон, 500 ккал, 500 мл.";230;Флакон;2 500.00;575 000.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
436;4345706-1;34228494-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Барабан;Барабан;4;Штука;330 357.14;1 321 428.56;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
437;4345706-1;34228523-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Ролик подачи бумаги;Ролики подачи бумаги;2;Штука;4 196.42;8 392.84;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
438;4345706-1;34228505-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Девелопер;Дефелопер черный;1;Штука;159 196.42;159 196.42;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
439;4345706-1;34228510-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Девелопер;Дефелопер желтый;1;Штука;177 232.14;177 232.14;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
440;4345706-1;34228459-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Коротрон;Коротрон;4;Штука;10 267.85;41 071.40;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
441;4345706-1;34228544-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Ролик подталкивающий;комплект роликов;4;Штука;535.71;2 142.84;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
442;4345603-1;31333589-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик температуры;Датчик хлора для гидротерапевтического бассейна Ewac medical. Служит для анализа уровня хлора содержащегося в воде;1;Штука;850 000.00;850 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
443;4345603-1;31333591-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик температуры;Датчик потока воды в системе электронной станции дозирования. Служит для регулировки потока воды в бассейне Ewac Medical;1;Штука;770 500.00;770 500.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
444;4345603-1;31333590-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик температуры;Датчик PH-кислоты для бассейна индивидуального модульного двухсекционного Ewac Medical. Служит для анализа уровны PH-кислоты содержащегося в воде;2;Штука;850 000.00;1 700 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
445;4345450-1;31333751-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик предельного уровня жидкости;Поплавковый датчик уровня проточной жидкости для анализатора BD FACSCanto tm II проточный 338979;1;Штука;171 000.00;171 000.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
446;4345450-1;31333741-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Комплект техобслуживания;КОМПЛЕКТ ПРОФИЛАКТИЧЕСКОГО ОБСЛУЖИВАНИЯ WA PLUS. PM -KIT WA Plus;1;Штука;260 116.07;260 116.07;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
447;4345450-1;31333744-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Клапан;Клапан №2 в сборе для анализатора XS-1000;1;Штука;65 625.00;65 625.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
448;4345450-1;31333739-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Смазка;Смазка , Демпфирование, NYOGEL 774LF, 2 OZ. GREASE, DAMPING, NYOGEL 774LF, 2 OZ;2;Штука;79 870.54;159 741.08;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
449;4345450-1;31333726-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Шарнир;Шарнир крышки в сборе 10013080 DX Hunge Assy;1;Штука;78 107.14;78 107.14;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
450;4345450-1;31333681-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор инструментов;ВЧ-инструмент для коагулятора Zoring MBC 200;2;Штука;180 714.29;361 428.58;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
451;4345450-1;31333746-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Клапан;Клапан соленоидный для анализатора XS-1000i;1;Штука;33 375.00;33 375.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
452;4345450-1;31333715-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Конус специальный;"""Набор Конус Diti (10 шт.) (10619451) для Автоматического ИФА анализатора Freedom EVOLyzer 150""";1;Штука;85 607.14;85 607.14;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
453;4345450-1;31333712-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Трубка;Трубка FAWA силиконовая 5 * 8 ММ 5000 ММ (10619405) для Автоматического ИФА анализатора Freedom EVOLyzer 150;1;Штука;60 107.14;60 107.14;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
454;4345450-1;31333713-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Ремень привода каретки;Ремень привода оси «Y» для руки RoMa (10619513) для Автоматического ИФА анализатора Freedom EVOLyzer 150;1;Штука;51 910.71;51 910.71;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
455;4345450-1;31333716-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Гайка специальная;Гайка замок для стандартных наконечников(10619548) для Автоматического ИФА анализатора Freedom EVOLyzer 150;4;Штука;18 214.29;72 857.16;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
456;4345450-1;31333701-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Трубка;Соединительная трубка M6 650 MM для GENESIS (10619402) для Автоматического ИФА анализатора Freedom EVOLyzer 150;8;Штука;18 214.29;145 714.32;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
457;4345450-1;34226838-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Элемент питания;Элемент питания LR 14;7;Штука;2 750.00;19 250.00;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
458;4345450-1;31333745-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Клапан;Клапан №3 в сборе для анализатора XS-1000;1;Штука;70 437.50;70 437.50;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
459;4345450-1;31333752-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Датчик приближения;ACT INDUCTIVE SENSOR индуктивный датчик для анализатора DM96 100100414;1;Штука;160 446.43;160 446.43;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
460;4345450-1;31333754-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Монитор;Монитор для Ангиографической системы Artis Zee Floor;3;Штука;339 285.71;1 017 857.13;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
461;4345450-1;31333748-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Уплотнитель;Резиновый уплотнитель для анализатора XS-1000i RUBBER PACKING №91 (Sysmex Corporation, ЯПОНИЯ );2;Штука;2 464.29;4 928.58;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
462;4345450-1;31333736-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Набор игл;KIT PROBE ASSEMBLY IMM 2000/2. Набор игл в сборе IMM 2000/2;2;Штука;315 165.18;630 330.36;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
463;4345450-1;31333731-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Шайба специальная;Затяжная шайба WASHER #4, 10/PK #34340780.;2;Штука;10 281.25;20 562.50;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
464;4345450-1;31333696-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Предохранитель;Набор предохранителей (10649017) для Анализатора автоматического, модуль Freedom EVO-2 150;1;Штука;56 464.29;56 464.29;2020-05-22 09:00:00;2020-05-26 18:00:00;Запрос ценовых предложений;Закупка не состоялась
465;4345210-1;31234694-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 140х50х330 мм в упаковке 500 шт;25;Упаковка;52 000.00;1 300 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
466;4345210-1;31234693-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 125х50х250 мм в упаковке 1000 шт;25;Упаковка;72 000.00;1 800 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
467;4345210-1;31234689-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 180х95х380 мм в упаковке 500 шт;25;Упаковка;83 000.00;2 075 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
468;4345210-1;31234690-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 90х50х125 мм в упаковке 1000 шт;25;Упаковка;37 000.00;925 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
469;4345210-1;31234670-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бумага;Бумага крепированная для паровой газовой и радиационной стерилизации размер 1200х1200 мм в упаковке 100 листов, зеленая;15;Упаковка;42 000.00;630 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
470;4345210-1;31234696-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 300х75х530 мм в упаковке 250 шт;5;Упаковка;80 000.00;400 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
471;4345210-1;31234668-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бумага;Бумага крепированная для паровой газовой и радиационной стерилизации размер 500х500 мм в упаковке 500 листов, зеленая;15;Упаковка;36 000.00;540 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
472;4345210-1;31234704-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет комбинированный для паровой и газовой стерилизации со складкой Комбинированная упаковка для паровой и газовой стерилизации изготовлена из прозрачной зеленой многослойной (полиэфир/полипропилен) пленки (прозрачная сторона и водоотталкивающей медицинской бумаги (непрозрачная сторона), соединенных термошвом. Размер 50х250мм №2400;15;Упаковка;34 000.00;510 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
473;4345210-1;31234688-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;Материал комбинированный для паровой и газовой стерилизации со складкой размер 420х90мм/100 м с тремя индикаторами, в упаковке 1 шт;15;Упаковка;68 000.00;1 020 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
474;4345210-1;31234671-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бумага;Бумага крепированная для паровой газовой и радиационной стерилизации размер 1000х1000 мм в упаковке 250 листов, зеленая;15;Упаковка;72 000.00;1 080 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
475;4345210-1;31234669-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Бумага;Бумага крепированная для паровой газовой и радиационной стерилизации размер 750х750 мм в упаковке 250 листов, зеленая;15;Упаковка;44 000.00;660 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
476;4345210-1;31234691-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 110х30х190 мм в упаковке 1000 шт;25;Упаковка;46 000.00;1 150 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
477;4345210-1;31234695-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пакет;Пакет бумажный для паровой стерилизации со складкой размер 190х65х330 мм в упаковке 500 шт;30;Упаковка;67 000.00;2 010 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
478;4345210-1;31234710-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Средство дезинфицирующее;Агент стерилизационный стерилизующии агент в плазменном стерилизаторе, в составе перекись водорода 80мл H2O2, в специальных флаконах с индикаторм 30мл;40;Флакон;72 500.00;2 900 000.00;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
479;4338795-1;32682938-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Лицензия;Лицензия на систему управления информационной безопасностью и управления событиями безопасности;1;Штука;17 997 191.96;17 997 191.96;2020-05-21 09:00:00;2020-05-25 18:00:00;Запрос ценовых предложений;Закупка не состоялась
480;4336325-1;30779936-ЗЦП3;;"РГП ""Больница МЦ УДП РК""";Товар;Спирт;спирт этиловый ректификованный;220.174;Декалитр;5 600.00;1 232 974.40;2020-05-19 17:50:00;2020-05-26 17:55:00;Запрос ценовых предложений;Закупка не состоялась
481;4336113-1;34197456-ОИ3;;"РГП ""Больница МЦ УДП РК""";Товар;Валсартан;Валсартан, таблетка 80 мг;33600;Штука;51.65;1 735 440.00;2020-05-19 17:24:12;2020-05-24 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
482;4335349-1;35047139-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Электроэнергия;Электроэнергия;6470000;Киловатт-час;13.50;87 345 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
483;4335279-1;35078118-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Пробирка;Пробирки с плоской крышкой 0,2 мл 1000 пробирок;7;Упаковка;39 740.00;278 180.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
484;4335279-1;35077590-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Маска;Маска-респиратор (соответствует стандарту FFP2/N95), четырехслойная на резинках, для одноразового применения. Состоит из лицевой части,являющейся фильтром и регулируемой гарнитурой. Для обеспечения плотного прилегания в области переносицы установлен носовой зажим. Предназначен для защиты органов дыхания от аэрозолей, эффективность бактериальной фильтрации не менее 95%. В индивидуальной упаковке.;6000;Штука;1 600.00;9 600 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка состоялась
485;4335279-1;35077720-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Комбинезон;Комбинезон защитный многоразового пользования, состоящий из 35% хлопка, плотность 190-210 гм2 с водоотталкивающей отделкой. Комбинезон прямого покроя с центральной бортовой застежкой на замок «молния» с капюшоном. На полочках два нагрудных накладных кармана, застегивающиеся на тесьму липучку шириной 2,5см. Размер карманов в готовом виде шириной 13,5, глубиной 15,5см для 52 размера. Комбинезон по линии талии и в низу на штанинах стягивается на резинку шириной 1,0см. На внутренней стороне изделий (с левой стороны) нашиты лейбл предприятия-изготовителя, и указаны размерно-ростовочные данные комбинезона. Рукава втачные, двухшовные. Низ рукавов стянуты на резинку шириной 1,0см. Капюшон втачной состоит из трех частей, по передней части стягивается на шнур. Готовые комбинезоны должны быть очищены от ниток, меловых линий, прочего производственного мусора и упакованы в полиэтиленовый мешок с указаниями наименования производителя;100;Штука;20 000.00;2 000 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка состоялась
486;4335279-1;35077813-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Средство дезинфицирующее;Кожный антисептик прозрачного цвета. Состав: дистиллированная вода, спирты, перекись водорода, глицерин и отдушка;50;Флакон;3 500.00;175 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка состоялась
487;4334545-1;35064998-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Детектор;детектор Frontend portable detector для Рентгеновской системы Ysio;1;Штука;27 187 500.00;27 187 500.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
488;4334545-1;35063312-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Источник бесперебойного питания;UPS APC RS1500 для Блока контроля и записи гемодинамики Axiom Sensis, Hemo Low 21400;1;Штука;174 432.14;174 432.14;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
489;4334545-1;35072651-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Инструмент специализированный;Комплект пневматического наконечника pn3;1;Штука;4 889 268.75;4 889 268.75;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
490;4334545-1;35072305-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Поршень;Воздушный поршень для аппарата Axiom Luminos dRF;1;Штука;464 285.71;464 285.71;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
491;4334545-1;35067979-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Кабель специализированный;Кабель ЭКГ для Ангиографической системы Artis Zeego;2;Штука;7 767 857.14;15 535 714.28;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
492;4334545-1;35072745-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Рейсшина;настольный рейс;2;Штука;2 337 500.00;4 675 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
493;4334545-1;35072443-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Батарея;Батарея аккумуляторная большая нестерилизуемая для системы хирургической System 6;4;Штука;244 097.32;976 389.28;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
494;4334545-1;35072421-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Чехол;Чехол стерилизуемый для батареи аккумуляторной большой System 6;2;Штука;494 691.07;989 382.14;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
495;4334545-1;35072859-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Шприц;Шприц Syringe;1;Штука;464 285.71;464 285.71;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
496;4334545-1;35072475-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Модуль бесперебойного питания;Модуль питания STRYKER SYSTEM G Power Module;8;Штука;515 109.82;4 120 878.56;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
497;4334545-1;35072385-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Диск жесткий;Жесткий диск для Денситометр Prodigy;1;Штука;428 571.43;428 571.43;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
498;4334545-1;35072819-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Держатель;Держатель драпировки;2;Штука;3 162 500.00;6 325 000.00;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
499;4334545-1;35070654-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Док-станция;Док.Станция для рентген аппарата Ysio;1;Штука;11 196 428.57;11 196 428.57;2020-05-20 09:00:00;2020-05-22 18:00:00;Запрос ценовых предложений;Закупка не состоялась
