№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
189;5951190-1;44544949-ОИ2;;"ТОО ""Казстройсистема""";Товар;Пробоотборник;Комплект колец-пробоотборников ПГ-500 (3 кольца 500 см3, 1 крышка, 1 ручка-наковальня для отбора проб грунта при определении плотности мерзлых пылевато-глинистых грунтов по ГОСТ 5180-84, п.6);1;Штука;40 178.57;40 178.57;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
190;5951190-1;44544613-ОИ2;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма цилиндр. 150х150 мм, ФЦ 150 оцинкованный.;1;Штука;49 107.14;49 107.14;2021-06-09 00:18:07;2021-06-14 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
191;5944963-1;44638208-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;измеритель параметров заземляющих устройств MRU-120 -;1;Штука;1 057 179.00;1 057 179.00;2021-06-08 18:40:49;2021-06-15 18:40:52;Запрос ценовых предложений;Закупка состоялась
192;5944932-1;44638141-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Мегаометр - Е6-40;1;Штука;213 366.00;213 366.00;2021-06-08 18:36:15;2021-06-15 18:36:18;Запрос ценовых предложений;Закупка состоялась
193;5944905-1;44637919-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор стандартного уплотнения ПСУ-А автомат;1;Штука;1 180 804.00;1 180 804.00;2021-06-08 18:31:20;2021-06-15 18:31:22;Запрос ценовых предложений;Закупка состоялась
194;5944879-1;44633964-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Весы для гидростатического взвешивания ВА-4М для испытания щебня по ГОСТ 8269.0-97 Комплект поставки: весы+приспособление для образца+сосуд для воды+набор гирь);1;Комплект;791 587.50;791 587.50;2021-06-08 18:26:49;2021-06-15 18:26:51;Запрос ценовых предложений;Закупка состоялась
195;5944844-1;44638488-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;УЛЬТРАЗВУКОВОЙ ТОЛЩИНОМЕР УТМ-МГ4;1;Штука;841 964.00;841 964.00;2021-06-08 18:22:54;2021-06-15 18:22:57;Запрос ценовых предложений;Закупка состоялась
196;5944807-1;44632901-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Камера пропарочная универсальная КУП-1 с блоком управления для тепловой обработки бетона в воде при ускоренном определении прочности;1;Штука;544 710.00;544 710.00;2021-06-08 18:16:55;2021-06-15 18:16:58;Запрос ценовых предложений;Закупка состоялась
197;5944636-1;44638438-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;ДЕФЕКТОСКОП ОБЩЕГО НАЗНАЧЕНИЯ УД3-103ВД PELENG;1;Штука;2 562 857.00;2 562 857.00;2021-06-08 17:52:32;2021-06-15 17:52:35;Запрос ценовых предложений;Закупка состоялась
198;5944597-1;44633186-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Барабан полочный КП-123Р с набором шаров для определения истираемости щебня по ГОСТ 8269.0-97 .;1;Штука;1 078 125.00;1 078 125.00;2021-06-08 17:48:19;2021-06-15 17:48:22;Запрос ценовых предложений;Закупка состоялась
199;5944549-1;44638082-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;лабораторные веысф ViBRA AJH-2200CE;1;Штука;905 625.00;905 625.00;2021-06-08 17:41:53;2021-06-15 17:41:55;Запрос ценовых предложений;Закупка состоялась
200;5944493-1;44633145-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Измеритель теплопроводности ИТС-1;1;Штука;2 589 286.00;2 589 286.00;2021-06-08 17:35:59;2021-06-15 17:36:01;Запрос ценовых предложений;Закупка состоялась
201;5944438-1;44635001-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Встряхивающий стол ЛВС-20А с блоком управления.;1;Штука;440 491.00;440 491.00;2021-06-08 17:32:36;2021-06-15 17:32:41;Запрос ценовых предложений;Закупка состоялась
202;5944394-1;44632694-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Виброплощадка СМЖ-539 с механическим креплением для форм и таймером по ГОСТ 10181-2000 (до100кг, амплитуда 0,5±0,05 мм, частота 2900+100 кол./мин, напряжение 380Вт/220Вт);1;Штука;496 554.00;496 554.00;2021-06-08 17:28:16;2021-06-15 17:28:19;Запрос ценовых предложений;Закупка состоялась
203;5944348-1;44632737-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бетоносмеситель БЛ-10 лабораторный (10 л, принудительного типа) для бетонных смесей.;1;Штука;499 839.00;499 839.00;2021-06-08 17:24:09;2021-06-15 17:24:12;Запрос ценовых предложений;Закупка состоялась
204;5944317-1;44632938-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Пресс испытательный гидравлический малогабаритный;1;Штука;3 900 000.00;3 900 000.00;2021-06-08 17:19:48;2021-06-15 17:19:52;Запрос ценовых предложений;Закупка состоялась
205;5944191-1;44632859-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Камера морозильная;1;Штука;4 158 482.00;4 158 482.00;2021-06-08 17:14:30;2021-06-15 17:14:33;Запрос ценовых предложений;Закупка состоялась
206;5944148-1;44633600-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Комплекты сит КП 109/1 (сетка из нержавеющей стали – 7 сит и перфорированное полотно из нерж. стали с круглыми отверстиями – 15 сит, крышка и поддон) (ВИБРОТЕХНИК);1;Штука;1 392 857.14;1 392 857.14;2021-06-08 17:00:51;2021-06-15 17:00:54;Запрос ценовых предложений;Закупка состоялась
207;5944107-1;44632828-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Ванна-термостат ВТ-2 для насыщения и оттаивания бетонных образцов с устройством для перемешивания воды, ГОСТ 10060-2012;1;Штука;336 786.00;336 786.00;2021-06-08 16:56:16;2021-06-15 16:56:19;Запрос ценовых предложений;Закупка состоялась
208;5944057-1;44632769-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор «АГАМА-2РМ» с поверкой;1;Штука;1 211 607.00;1 211 607.00;2021-06-08 16:50:53;2021-06-15 16:50:56;Запрос ценовых предложений;Закупка состоялась
209;5943911-1;44633012-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сушильный шкаф SNOL 67/350 нерж.сталь программируемый;1;Штука;916 406.00;916 406.00;2021-06-08 16:36:45;2021-06-15 16:36:48;Запрос ценовых предложений;Закупка состоялась
210;5943133-1;44634517-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Набор щеток из шести штук;1;Комплект;2 567.00;2 567.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
211;5943133-1;44636214-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор КФ-00М;1;Штука;231 027.00;231 027.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
212;5943133-1;44634297-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Воронка ЛОВ - для определения насыпного веса песка по ГОСТ 9758-86;1;Штука;24 848.00;24 848.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
213;5943133-1;44637339-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=80мм, h=50мм, V=240мл). Исполнение – алюминий.;1;Штука;2 567.00;2 567.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
214;5943133-1;44636651-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=61мм, h=11мм, V=50мл). Исполнение – алюминий.;1;Штука;2 911.00;2 911.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
215;5943133-1;44636337-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая БГ (d=50мм, h=40мм, V=70мл). Исполнение – алюминий.;1;Штука;1 643.00;1 643.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
216;5943133-1;44633105-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;инфракрасный термометр c калибровкой Fluke 63;1;Штука;100 112.00;100 112.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
217;5943133-1;44637580-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор ПКФ-01 Союздорнии;1;Штука;116 129.00;116 129.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
218;5943133-1;44633544-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Цилиндр с плунжером ЦП-75 75мм - для определения дробимости щебня по ГОСТ 8269.0-97.;1;Штука;47 335.00;47 335.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
219;5943133-1;44637996-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Аспирационный психрометр М-34М;1;Штука;276 719.00;276 719.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
220;5943133-1;44634440-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Пипетка мерная КП-601/3 - для определения содержания пылевидных и глинистых частиц в песке/щебне по ГОСТ8735-88, 8269.0-97. Исполнение – нержавеющая сталь.;1;Штука;38 504.00;38 504.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
221;5943133-1;44634834-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд мерный 20л КП-601/4 (с ручками);1;Штука;21 768.00;21 768.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
222;5943133-1;44633864-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Комплект шаров ( 48 мм, масса (405± 10) г );1;Штука;120 134.00;120 134.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
223;5943133-1;44636392-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Бюкса грунтовая (d=30мм, h=25мм, V=16мл). Исполнение – алюминий.;1;Штука;1 540.00;1 540.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
224;5943133-1;44638270-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Омметр М57Д;1;Штука;74 000.00;74 000.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
225;5943133-1;44635861-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Штыковка с ручкой дл. 600, диам.16мм.;1;Штука;6 469.00;6 469.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
226;5943133-1;44637790-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор ПРГ-1 (определение размокаемости грунта);1;Штука;200 223.00;200 223.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
227;5943133-1;44635161-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Прибор Вика ОГЦ-1;1;Штука;104 116.00;104 116.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
228;5943133-1;44638336-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Вискозиметр ВЗ-4;1;Штука;122 701.00;122 701.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка состоялась
229;5943133-1;44633437-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Оборудование учебно-лабораторное;Сосуд КП-306 для отмучивания песка по ГОСТ8735-88. Исполнение – оцинкованная сталь;1;Штука;12 835.00;12 835.00;2021-06-08 16:28:14;2021-06-15 16:28:17;Запрос ценовых предложений;Закупка не состоялась
230;5918286-1;44545021-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штангенциркуль;Штангенциркуль ШЦ-1-125 0,02 ЧИЗ-ПРЕМИУМ;1;Штука;38 392.86;38 392.86;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
231;5918286-1;44545060-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штангенглубиномер;Штангенглубиномер ШГ-300 0,05 ЧИЗ;1;Штука;53 571.43;53 571.43;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
232;5918286-1;44544588-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба 3 ФК70,7, трехгнездовая, оцинкованная 70,7х70,7х70,7 мм;1;Штука;28 571.43;28 571.43;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
233;5918286-1;44544561-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба ФК 150, одногнездная, оцинкованная150х150х150 мм;1;Штука;30 357.14;30 357.14;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
234;5918286-1;44544997-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Линейка;Линейка стальная измерительная 500мм ЧИЗ;1;Штука;7 142.86;7 142.86;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
235;5918286-1;44544541-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма куба 2ФК 100, 100х100х100 мм одно гнездовая, оцинкованная;1;Штука;29 464.29;29 464.29;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
236;5918286-1;44544655-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Молоток;Молоток Кашарова;1;Штука;44 642.86;44 642.86;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
237;5918286-1;44544925-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Пробоотборник;Комплект колец-пробоотборников КП-402 (3 кольца 100, 200, 450 см3, 3 крышки, 1 молоток для отбора проб грунта методом режущего кольца по ГОСТ 5180-84, п.6);1;Штука;44 642.86;44 642.86;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
238;5918286-1;44544621-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма призма 70х70х280 мм ФП 70;1;Штука;54 375.00;54 375.00;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
239;5918286-1;44544949-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Пробоотборник;Комплект колец-пробоотборников ПГ-500 (3 кольца 500 см3, 1 крышка, 1 ручка-наковальня для отбора проб грунта при определении плотности мерзлых пылевато-глинистых грунтов по ГОСТ 5180-84, п.6);1;Штука;40 178.57;40 178.57;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
240;5918286-1;44544613-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Прибор;Форма цилиндр. 150х150 мм, ФЦ 150 оцинкованный.;1;Штука;49 107.14;49 107.14;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
241;5918286-1;44545040-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Рулетка;Рулетка Р 2 УЗК;1;Штука;17 857.14;17 857.14;2021-06-02 00:11:01;2021-06-09 00:11:08;Запрос ценовых предложений;Закупка не состоялась
242;5856349-1;41514976-ОИ2;;"ТОО ""Казстройсистема""";Товар;Краска;краска штемпельная;3;Штука;800.00;2 400.00;2021-05-17 16:51:07;2021-05-22 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
243;5856349-1;41521341-ОИ2;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;повышенной плотности;3;Одна пачка;1 000.00;3 000.00;2021-05-17 16:51:07;2021-05-22 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
244;5815764-1;41520521-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Регистр;70 мм;40;Штука;800.00;32 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
245;5815764-1;41518125-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скоба;скоба для канцелярских целей, размер 24/6;59;Одна пачка;70.00;4 130.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
246;5815764-1;41521341-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Файл - вкладыш;повышенной плотности;3;Одна пачка;1 000.00;3 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка не состоялась
247;5815764-1;41505732-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штрих-корректор;штрих-корректор канцелярский;20;Штука;200.00;4 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
248;5815764-1;41515616-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Папка;папка пластиковая на резинках формата А 4;10;Штука;500.00;5 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
249;5815764-1;41514976-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Краска;краска штемпельная;3;Штука;800.00;2 400.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка не состоялась
250;5815764-1;41520841-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Стикер;пластиковый, для заметок;20;Одна пачка;160.00;3 200.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
251;5815764-1;41505197-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Карандаш;Карандаши простые с грифелями из графита;40;Штука;30.00;1 200.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка не состоялась
252;5815764-1;41505573-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Клей;клей-карандаш канцелярский;7;Штука;200.00;1 400.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
253;5815764-1;41520069-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ежедневник;датированный на 2021 г., черного цвета;18;Штука;2 000.00;36 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
254;5815764-1;41516834-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Ручка канцелярская;ручка шариковая канцелярская (цвет пасты-синяя, прорезиненным держателем);160;Штука;100.00;16 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
255;5815764-1;41521723-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Конверт;конверт бумажный, формата А 4, с отрывной полосой;20;Штука;150.00;3 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
256;5815764-1;41518316-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скотч;скотч полипропиленовый;5;Штука;300.00;1 500.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
257;5815764-1;41518682-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Скрепка;скрепка канцелярская металлическая, 22 мм.;20;Одна пачка;50.00;1 000.00;2021-05-06 16:41:27;2021-05-17 16:43:37;Запрос ценовых предложений;Закупка состоялась
258;5567355-1;41545646-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;KVM-переключатель;KVM-переключатель;10;Штука;37 500.00;375 000.00;2021-03-12 09:07:58;2021-03-19 09:08:03;Запрос ценовых предложений;Закупка состоялась
259;5567302-1;41539963-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Флеш-накопитель;флеш-накопитель, емкость 16 Гб;10;Штука;2 767.85;27 678.50;2021-03-12 09:02:07;2021-03-19 09:02:14;Запрос ценовых предложений;Закупка состоялась
260;4689963-1;35927958-ОИ2;;"ТОО ""Казстройсистема""";Товар;Нивелир;лазерный нивелир высокоточный, лазерный со штативом;1;Штука;71 428.57;71 428.57;2020-07-28 13:27:23;2020-08-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
261;4654122-1;35928415-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Толщиномер;Толщиномерс диапазоном измерения толщины 0,50-508,00 мм;1;Штука;44 642.85;44 642.85;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
262;4654122-1;35928581-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Уровень;уровень брусковой пузырьковый магнитный, длина 1 м.;1;Штука;4 464.29;4 464.29;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
263;4654122-1;35927958-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Нивелир;лазерный нивелир высокоточный, лазерный со штативом;1;Штука;71 428.57;71 428.57;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Закупка не состоялась
264;4654122-1;35928023-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Рулетка;тот баспайтын болаттан жасалған өлшеуіш, 30 м.;1;Штука;3 571.42;3 571.42;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
265;4654122-1;35928130-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Линейка;бұрыштық линейка тот баспайтын болаттан;1;Штука;4 464.29;4 464.29;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
266;4654122-1;35928202-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фонарь;фонарь светодиодный, не менее 14 светодиодов;1;Штука;8 928.57;8 928.57;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
267;4654122-1;35927892-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Дальномер;лазерный дальномер;1;Штука;44 642.85;44 642.85;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Закупка состоялась
268;4654122-1;35928280-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Набор щупов;набор щупов для измерения зазора из нержавеющей стали;1;Комплект;4 464.29;4 464.29;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
269;4654122-1;35928343-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штангенциркуль;штангенциркуль электронный с глубиномером;1;Штука;62 500.00;62 500.00;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Закупка состоялась
270;4654122-1;35928500-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фонарь;галогенный;2;Штука;4 464.29;8 928.58;2020-07-21 10:49:33;2020-07-28 10:49:55;Запрос ценовых предложений;Отказ от лота
271;4632257-1;35928202-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фонарь;фонарь светодиодный, не менее 14 светодиодов;1;Штука;8 928.57;8 928.57;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
272;4632257-1;35928343-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Штангенциркуль;штангенциркуль электронный с глубиномером;1;Штука;62 500.00;62 500.00;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
273;4632257-1;35927892-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Дальномер;лазерный дальномер;1;Штука;44 642.85;44 642.85;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
274;4632257-1;35928581-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Уровень;уровень брусковой пузырьковый магнитный, длина 1 м.;1;Штука;4 464.29;4 464.29;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
275;4632257-1;35928280-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Набор щупов;набор щупов для измерения зазора из нержавеющей стали;1;Комплект;4 464.29;4 464.29;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
276;4632257-1;35928130-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Линейка;бұрыштық линейка тот баспайтын болаттан;1;Штука;4 464.29;4 464.29;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
277;4632257-1;35928023-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Рулетка;тот баспайтын болаттан жасалған өлшеуіш, 30 м.;1;Штука;3 571.42;3 571.42;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
278;4632257-1;35928415-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Толщиномер;Толщиномерс диапазоном измерения толщины 0,50-508,00 мм;1;Штука;44 642.85;44 642.85;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
279;4632257-1;35927958-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Нивелир;лазерный нивелир высокоточный, лазерный со штативом;1;Штука;71 428.57;71 428.57;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
280;4632257-1;35928500-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фонарь;галогенный;2;Штука;4 464.29;8 928.58;2020-07-15 09:00:00;2020-07-17 18:00:00;Запрос ценовых предложений;Закупка не состоялась
281;4138637-1;33215416-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Шина;Шины на автотранспортные средства, размер 215/ 60/ R16, летняя;12;Штука;39 955.50;479 466.00;2020-03-30 12:25:03;2020-04-06 12:25:09;Запрос ценовых предложений;Закупка состоялась
282;4034374-1;33215791-ОИ3;;"ТОО ""Казстройсистема""";Товар;Бумага для офисного оборудования;бумага для офисного оборудования, формат А4, плотность 80 г/м2, толщина 100 мкм;215;Одна пачка;1 250.00;268 750.00;2020-02-25 18:03:16;2020-03-01 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
283;4002929-1;33242017-ЗЦП1;;"ТОО ""Казстройсистема""";Товар;Фильтр;фильтр сетевой;10;Штука;2 679.00;26 790.00;2020-02-19 11:10:55;2020-02-26 11:10:59;Запрос ценовых предложений;Отказ от лота
