№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
777;5593576-1;38606878-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нож;Нож канцелярский;15;Штука;178.57;2 678.55;2021-03-16 14:00:10;2021-03-26 14:00:23;Запрос ценовых предложений;Закупка не состоялась
778;5593576-1;38606089-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Пружина;Пружина для переплета, пластиковая, диаметр 15 мм;10;Штука;24.11;241.10;2021-03-16 14:00:10;2021-03-26 14:00:23;Запрос ценовых предложений;Закупка не состоялась
779;5593576-1;38606998-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Обложка;Обложка для переплета, формат А4, прозрачная;100;Штука;29.46;2 946.00;2021-03-16 14:00:10;2021-03-26 14:00:23;Запрос ценовых предложений;Закупка не состоялась
780;5577426-1;38605996-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Бумага;Бумага для заметок в блоках, формат блока 7,6*7,6*5 см, цветная;50;Штука;183.04;9 152.00;2021-03-12 11:09:10;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
781;5577426-1;38607830-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Степлер;Степлер №10;15;Штука;485.71;7 285.65;2021-03-12 11:09:10;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
782;5577425-1;38607055-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Пленка;Пленка для ламирования, формат А4;100;Штука;43.75;4 375.00;2021-03-12 11:09:08;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
783;5577425-1;38607439-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скоросшиватель;Скоросшиватель картонный;250;Штука;44.64;11 160.00;2021-03-12 11:09:08;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
784;5577425-1;38606389-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Карандаш;Карандаш простой с ластиком, ТМ;45;Штука;34.82;1 566.90;2021-03-12 11:09:08;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
785;5577424-1;38606833-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Маркер;Маркер для DVD дисков;2;Штука;125.00;250.00;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
786;5577424-1;38607980-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скоба;Скобы для степлера, №10;50;Одна пачка;57.14;2 857.00;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
787;5577424-1;38606635-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скотч;Скотч 19*10 см;30;Штука;73.21;2 196.30;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
788;5577424-1;38606912-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ножницы;Ножницы канцелярские;15;Штука;297.32;4 459.80;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
789;5577424-1;38608254-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Точилка;Точилка для подтачивания грифельного карандаша;30;Штука;139.29;4 178.70;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
790;5577424-1;38606737-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Маркер;Маркер, желтый;40;Штука;142.86;5 714.40;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
791;5577424-1;38607749-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Антистеплер;Антистеплер;20;Штука;163.39;3 267.80;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
792;5577424-1;38606806-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Маркер;Набор маркеров для белой доски, 4 штуки в наборе;10;Набор;404.46;4 044.60;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
793;5577424-1;38606954-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нить;Нить для переплета документов, синтетическая, белого цвета, 200 м;5;Бобина;375.00;1 875.00;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
794;5577424-1;38606510-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Книга;Книга учета в клетку, 96 листов;15;Штука;441.96;6 629.40;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
795;5577424-1;38607346-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скоросшиватель;Скоросшиватель пластиковый А4;30;Штука;137.50;4 125.00;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
796;5577424-1;38607582-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, красная, 0,7 мм;15;Штука;66.96;1 004.40;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
797;5577424-1;38607636-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, черная, 0,7 мм;15;Штука;66.96;1 004.40;2021-03-12 11:09:18;2021-03-17 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
798;5567571-1;38610898-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Генератор;Генератор на КАМАЗ;1;Штука;61 607.14;61 607.14;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
799;5567571-1;38617867-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ремень привода вентилятора;Ремень 8РК950 на погрузчик LONKING LG 855B;1;Штука;5 357.14;5 357.14;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
800;5567571-1;38621706-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аккумулятор;Аккумулятор 12V 75Ah 640A на электрический стреловидный подъемник JLG M600JP;1;Штука;44 642.86;44 642.86;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
801;5567571-1;38635957-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Диск колеса;Железные диски колес R-16 для автомобиля Hyundai County (2014 г.в.);12;Штука;30 357.14;364 285.68;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Отказ от лота
802;5567571-1;38635856-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Освежитель воздуха;Ароматизатор воздуха для автомобиля Toyota HI LUX (2010 г.в.);2;Штука;1 071.43;2 142.86;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
803;5567571-1;38622321-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Хомут (стяжка);Хомут-стяжка 250*4,8 мм пластиковый для автомобиля Toyota Hiace (2015 г.в.);60;Штука;22.32;1 339.20;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
804;5567571-1;38618914-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аккумулятор;Аккумулятор на Автотрап FMC (SMARTSTEP-2);2;Штука;36 607.14;73 214.28;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
805;5567571-1;38620359-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Воздушный фильтр AF434 на прицепной источник электропитания Houchin C-690;4;Штука;21 875.00;87 500.00;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
806;5567571-1;38616283-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Воздушный фильтр на МКСМ-800;2;Штука;6 250.00;12 500.00;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
807;5567571-1;38619586-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Топливный фильтр грубой очистки DX200M на Вилочный погрузчик (рогатик);2;Штука;8 616.07;17 232.14;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
808;5567571-1;38618507-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аккумулятор;Аккумулятор 12V 190Ah 1250 EN на Shacman;2;Штука;99 642.86;199 285.72;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
809;5567571-1;38619753-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Фильтр;Воздушный фильтр 1330 на Вилочный погрузчик (рогатик);2;Штука;3 571.43;7 142.86;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
810;5567571-1;38611042-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Предохранитель;Предохранители 15А на КАМАЗ;20;Штука;89.29;1 785.80;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
811;5567571-1;38621378-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ремень привода вентилятора;Ремень на прицепной источник электропитания Houchin C-690;2;Штука;86 607.14;173 214.28;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
812;5567571-1;38621753-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Стеклоомыватель;Незамерзающая жидкость для омывателя (концентрат) для автомобиля Toyota Hiace (2015 г.в.);50;Литр (куб. дм.);1 875.00;93 750.00;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка состоялась
813;5567571-1;38622117-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Освежитель воздуха;Ароматизатор воздуха для автомобиля Toyota Hiace (2015 г.в.);10;Штука;1 071.43;10 714.30;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
814;5567571-1;38609287-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Хомут зажимной;Хомуты крепления шлангов, д.20 мм, на КАМАЗ;10;Штука;357.14;3 571.40;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
815;5567571-1;38621532-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Аккумулятор;Аккумулятор 12V 90Ah 780A на прицепной источник электропитания Houchin C-690;4;Штука;46 428.57;185 714.28;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
816;5567571-1;38610741-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Хомут зажимной;Хомуты крепления шлангов, д.60 мм, на КАМАЗ;10;Штука;401.79;4 017.90;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
817;5567571-1;38614578-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Щетка;Щетки диковые полипропиленовые (на КДМ) на КАМАЗ;55;Штука;1 785.71;98 214.05;2021-03-15 09:00:07;2021-03-25 09:00:15;Запрос ценовых предложений;Закупка не состоялась
818;5558773-1;42626177-ЗЦП3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Yellow LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;32 362.50;64 725.00;2021-03-10 09:30:53;2021-03-17 09:30:59;Запрос ценовых предложений;Закупка состоялась
819;5558773-1;42625962-ЗЦП3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Black LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;39 026.79;78 053.58;2021-03-10 09:30:53;2021-03-17 09:30:59;Запрос ценовых предложений;Закупка состоялась
820;5558773-1;42626273-ЗЦП3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Cyan LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;41 042.86;82 085.72;2021-03-10 09:30:53;2021-03-17 09:30:59;Запрос ценовых предложений;Закупка состоялась
821;5558773-1;42626234-ЗЦП3;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Magenta LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;32 263.39;64 526.78;2021-03-10 09:30:53;2021-03-17 09:30:59;Запрос ценовых предложений;Закупка состоялась
822;5556200-1;38652071-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по ремонту автотранспортных средств;Работы по техническому обслуживанию и ремонту автотранспорта с заменой запчастей Toyota Hilux;1;Работа;1 269 017.86;1 269 017.86;2021-03-10 09:00:01;2021-03-17 09:00:06;Запрос ценовых предложений;Закупка состоялась
823;5556200-1;38652039-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по ремонту автотранспортных средств;Работы по техническому обслуживанию и ремонту автотранспорта с заменой запчастей Toyota Hiace;1;Работа;4 122 410.71;4 122 410.71;2021-03-10 09:00:01;2021-03-17 09:00:06;Запрос ценовых предложений;Закупка состоялась
824;5556200-1;38652173-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Работа;Работы по ремонту автотранспортных средств;Работы по техническому обслуживанию и ремонту автотранспорта с заменой запчастей Hyundai County;1;Работа;3 566 785.71;3 566 785.71;2021-03-10 09:00:01;2021-03-17 09:00:06;Запрос ценовых предложений;Закупка состоялась
825;5547838-1;42626177-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Yellow LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;32 362.50;64 725.00;2021-03-05 09:10:52;2021-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
826;5547838-1;42625962-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Black LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;39 026.79;78 053.58;2021-03-05 09:10:52;2021-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
827;5547838-1;42626273-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Cyan LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;41 042.86;82 085.72;2021-03-05 09:10:52;2021-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
828;5547838-1;42626234-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP 203X Magenta LaserJet Toner Cartridge, с возможностью не менее 10 полных заправок картриджей;2;Штука;32 263.39;64 526.78;2021-03-05 09:10:52;2021-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
829;5547838-1;42625634-ОИ2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Картридж;Картридж HP CF230X HP 30X Black, с возможностью не менее 10 полных заправок картриджей;8;Штука;40 395.54;323 164.32;2021-03-05 09:10:52;2021-03-10 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
830;5534584-1;38653290-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги консультационные научные и технические;Услуги по составлению паспорта и отчета по выбросам парниковых газов;1;Одна услуга;140 000.00;140 000.00;2021-03-03 10:00:01;2021-03-11 10:00:06;Запрос ценовых предложений;Закупка состоялась
831;5534584-1;38653331-ЗЦП2;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Услуга;Услуги консультационные научные и технические;Услуги по составлению отчета по опасным отходам;1;Одна услуга;19 017.86;19 017.86;2021-03-03 10:00:01;2021-03-11 10:00:06;Запрос ценовых предложений;Закупка состоялась
832;5513862-1;38606267-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Зажим;Зажим канцелярский 25 мм;22;Одна пачка;227.68;5 008.96;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
833;5513862-1;38606389-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Карандаш;Карандаш простой с ластиком, ТМ;45;Штука;34.82;1 566.90;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
834;5513862-1;38606179-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Дырокол;Дырокол канцелярский, механический, с планкой, на 30 листов;5;Штука;2 217.86;11 089.30;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
835;5513862-1;38606364-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Калькулятор;Калькулятор настольный, 12 разрядов, 205*159*27 мм;5;Штука;4 369.64;21 848.20;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
836;5513862-1;38607582-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, красная, 0,7 мм;15;Штука;66.96;1 004.40;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
837;5513862-1;38607607-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, синяя, 0,7 мм;300;Штука;66.96;20 088.00;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
838;5513862-1;38607636-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Ручка канцелярская;Ручка шариковая, черная, 0,7 мм;15;Штука;66.96;1 004.40;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
839;5513862-1;38607264-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Папка;Папка пластиковая на резинке;10;Штука;424.11;4 241.10;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
840;5513862-1;38607055-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Пленка;Пленка для ламирования, формат А4;100;Штука;43.75;4 375.00;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
841;5513862-1;38608297-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Краска;Краска штемпельная синего цвета;10;Штука;593.75;5 937.50;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
842;5513862-1;38606954-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нить;Нить для переплета документов, синтетическая, белого цвета, 200 м;5;Бобина;375.00;1 875.00;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
843;5513862-1;38606336-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Стикер;Цветные стикеры-закладки, 5 цветов;200;Штука;133.93;26 786.00;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка состоялась
844;5513862-1;38606510-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Книга;Книга учета в клетку, 96 листов;15;Штука;441.96;6 629.40;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
845;5513862-1;38606878-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Нож;Нож канцелярский;15;Штука;178.57;2 678.55;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
846;5513862-1;38607346-ЗЦП1;;"Республиканское государственное предприятие на праве хозяйственного ведения ""Государственная авиакомпания ""Беркут"" Управления Делами Президента Республики Казахстан";Товар;Скоросшиватель;Скоросшиватель пластиковый А4;30;Штука;137.50;4 125.00;2021-03-04 11:00:44;2021-03-12 11:00:57;Запрос ценовых предложений;Закупка не состоялась
