№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
990;4312698-1;9499059-ОЛ-ОИ3;28285554;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Клей;"Клей-карандаш 22 грамм, силиконовый, для склеивания бумаг, без запаха. ""Laco""";50;Штука;285.71;14 285.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
991;4312698-1;9499059-ОЛ-ОИ3;28289891;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Увлажнитель пальцев;"Увлажнитель для пальцев, размер 60x15мм, вес 20г, гелевый ""Laco"" (Германия)";10;Штука;401.79;4 017.90;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
992;4312698-1;9499059-ОЛ-ОИ3;28289192;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Обложка;Прозрачные для переплёта(А3), толщина 200мкм, 50 шт.;1;Одна пачка;9 821.43;9 821.43;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
993;4312698-1;9499059-ОЛ-ОИ3;28285020;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Конверт;Конверт, формата А6, цвет белый, 80 гр/м2. Размер: 114 х 162 мм. Без окошка.;200;Штука;13.39;2 678.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
994;4312698-1;9499059-ОЛ-ОИ3;28273313;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага;"Самоклеящаяся бумага для заметок, размер 76*76 мм, цветные, форма квадратная, вес 47г. ""Lamark""";50;Одна пачка;111.61;5 580.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
995;4312698-1;9499059-ОЛ-ОИ3;28288764;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Зажим;"Зажим - 41мм, в упаковке 12шт . ""АЙСА"" золотистый (NINGBO TIANHONG), материал сталь.";5;Одна пачка;892.86;4 464.30;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
996;4312698-1;9499059-ОЛ-ОИ3;28284316;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Нож;"Канцелярский нож с выжвижным лезвием, ширина -9 мм., длина не менее 10 мм. , с автофиксатором, цвет черный ""Deli""";20;Штука;312.50;6 250.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
997;4312698-1;9499059-ОЛ-ОИ3;28308699;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага для офисного оборудования;Белый цвет, A4 формат, плотность 300 г/м2, Яркость 91% ISO Белизна 161% CIE, матовая в пачке 125 листов;1;Одна пачка;3 125.00;3 125.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
998;4312698-1;9499059-ОЛ-ОИ3;28285446;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Скоросшиватель;Материал - картон, плотность - 280 г/кв.м., Размер - 310*220 мм., цвет белый, вместимость 200 листов.;100;Штука;107.14;10 714.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
999;4312698-1;9499059-ОЛ-ОИ3;28289058;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пружина;Белые, пластиковые Ø 51мм, для формата А4;20;Штука;151.79;3 035.80;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1000;4312698-1;9499059-ОЛ-ОИ3;28285219;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Книга учета А4, 50 л., пустографка, в клетку, обложка бумвинил. Цвет обложки синий.;20;Штука;892.86;17 857.20;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1001;4312698-1;9499059-ОЛ-ОИ3;28289074;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага для офисного оборудования;Глянцевая, белый цвет, A4 формат, плотность 200 г/м2, яркость больше 75% ISO Белизна больше 130% CIE, с покрытием, в пачке 250 л.;1;Одна пачка;5 357.14;5 357.14;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1002;4312698-1;9499059-ОЛ-ОИ3;28289060;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пружина;Белые, пластиковые Ø 14мм, для формата А4, 100 штук в упаковке;1;Одна пачка;2 678.57;2 678.57;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1003;4312698-1;9499059-ОЛ-ОИ3;28289876;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Рамка;Рамка А4 гладкая с золотистым контуром,материал высококачественный пластик/дерево. В стоимость рамки входит: рамка, стекло, задник из ДВП с подставкой и горизонтальным/вертикальным навесом.;5;Штука;1 071.43;5 357.15;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1004;4312698-1;9499059-ОЛ-ОИ3;33795400;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Папка;"Папка с файлами .Пластиковый, формат A4, 180мкм, 40 листов. ""Hatber HD""";10;Штука;357.14;3 571.40;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1005;4312698-1;9499059-ОЛ-ОИ3;28283666;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Скоросшиватель;Скоросшиватель картонный, ДЕЛО, 260Г/М2,не мелованный, пробитая вставка, KUVERT;250;Штука;31.25;7 812.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1006;4312698-1;9499059-ОЛ-ОИ3;28285079;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал регистрации трудовых договоров, А4, 50 листов, в линейку, альбомный, офсет.;1;Штука;401.79;401.79;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1007;4312698-1;9499059-ОЛ-ОИ3;28288914;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Клей;"Клей силикатный ""Berlingo"" 110мл, пластиковый флакон, для склеивания бумаги и картона";10;Штука;133.93;1 339.30;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1008;4312698-1;9499059-ОЛ-ОИ3;28289054;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пленка;Бумага самоклейка Adestor Металлизированный . Gold Matt - матовое золото. Золотая матовая самоклеящаяся бумага. Поставка в листах формата 50х70 см. Плотность не менее 75г.;5;Штука;178.57;892.85;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1009;4312698-1;9499059-ОЛ-ОИ3;28289149;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Фотобумага;Производитель - Epson. Тип бумаги - глянцевая. Размер бумаги A4. Количество листов 20. Поверхность глянец. Плотность 200 г/м2. Белизна листа 0.94;2;Одна пачка;2 232.14;4 464.28;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1010;4312698-1;9499059-ОЛ-ОИ3;28285585;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Антистеплер;"Размер 24/6 для удаления скоб с металлическим механизмом и пластиковыми ручками. ""Berlingo"", цвет черный";10;Штука;401.79;4 017.90;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1011;4312698-1;9499059-ОЛ-ОИ3;28284481;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Конверт;Конверт 110х220 Евростандарт Цвет: белый, Без окошка. Клеевой слой: Силиконовая отрывная лента;200;Штука;13.39;2 678.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1012;4312698-1;9499059-ОЛ-ОИ3;28273261;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Маркер;"Цветной маркер Наконечник плоский с косым срезом, диаметр наконечика 5 мм, текстовые ,4 цвета(желтый, зеленый,оранжевый,розовый) ""Stabilo boss""";20;Набор;1 441.96;28 839.20;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1013;4312698-1;9499059-ОЛ-ОИ3;28284402;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Дырокол;"Металлический дырокол с форматной линейкой, захват до 65 листов, 2 отверстия, Berlingo ""Office Soft""";1;Штука;10 138.39;10 138.39;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1014;4312698-1;9499059-ОЛ-ОИ3;28285164;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал для регистрации входящей корреспонденции. Формат: 20-25*30-40 вертикальный, 50- 100 страницы. Обложка белый картон.;2;Штука;357.15;714.30;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1015;4312698-1;9499059-ОЛ-ОИ3;28284973;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Папка;"Папка с файлами .Пластиковый, формат A4, 180мкм, 20 листов. ""Hatber HD""";10;Штука;223.22;2 232.20;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1016;4312698-1;9499059-ОЛ-ОИ3;28273253;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Линейка;"Линейка Berlingo ""Spike"", пластиковая, с держателем, прозрачная, европодвес две шкалы, 20 см.";10;Штука;138.39;1 383.90;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1017;4312698-1;9499059-ОЛ-ОИ3;28284371;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Дырокол;"Металлический дырокол с форматной линейкой, захват до 65 листов, 4 отверстия. ""KW-trio""";1;Штука;12 053.57;12 053.57;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1018;4312698-1;9499059-ОЛ-ОИ3;28284870;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Скоросшиватель;"Пластиковый, формат A4, 180мкм, с фиксатором, цвет синий, ""Hatber HD""";20;Штука;138.40;2 768.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1019;4312698-1;9499059-ОЛ-ОИ3;28283850;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Точилка;"Точилка в пластиковом корпусе с одним отверстием для стружки со съемным контейнером. ""MAPED""";10;Штука;134.83;1 348.30;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1020;4312698-1;9499059-ОЛ-ОИ3;28289062;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пружина;Белые, пластиковые Ø 16мм, для формата А4, 100 штук в упаковке;1;Одна пачка;2 232.14;2 232.14;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1021;4312698-1;9499059-ОЛ-ОИ3;28283786;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Степлер;"Степлер 24/6, сшивает до 100 листов, раскрытие 65 мм, в метал. корпусе с пластиковым механизмом для подачи скоб,усиленный, форматная линейка. ""KW-trio 50SB""";2;Штука;8 392.86;16 785.72;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1022;4312698-1;9499059-ОЛ-ОИ3;28289068;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пленка;Ламинационная А5 (более 120микрон) прозрачная, 100 штук в пачке;1;Одна пачка;4 464.29;4 464.29;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1023;4312698-1;9499059-ОЛ-ОИ3;28289056;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пленка;Бумага самоклейка Adestor Металлизированный Silver Matt - матовое серебро. Серебряная матовая самоклеящаяся бумага. Поставка в листах формата 50х70 см. Плотность не менее 75г.;5;Штука;178.57;892.85;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1024;4312698-1;9499059-ОЛ-ОИ3;28289070;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пленка;Ламинационная 65х95(более 120микрон) прозрачная, 100 штук в пачке;2;Одна пачка;848.21;1 696.42;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1025;4312698-1;9499059-ОЛ-ОИ3;28289050;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Обложка;Пластиковые обложки глянцевые А4 ландшафт;6;Штука;178.57;1 071.42;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1026;4312698-1;9499059-ОЛ-ОИ3;28273271;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Маркер;Перманентный черный маркер для письма по различным поверхностям. Наконечник пулевидный, диаметр наконечика 5 мм. Crown «Multi Marker Chisel»;10;Штука;276.79;2 767.90;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1027;4312698-1;9499059-ОЛ-ОИ3;28285520;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Штрих-корректор;"Корректирующая лента ""ErichKrause®, 21887, Techno white"", 4.2мм х 8м. В прозрачном корпусе.";15;Флакон;428.57;6 428.55;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1028;4312698-1;9499059-ОЛ-ОИ3;28273240;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ластик;"Ластик из синтетического каучука, прямоугольной формы р-р 20*30 мм. Цвет белый . ""MAPED Technic 300""";20;Штука;111.61;2 232.20;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1029;4312698-1;9499059-ОЛ-ОИ3;28284834;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Папка;"Изготов. из плотного картона, по нижнему краю папка окантована метал. полоской. На внутр. стороне обложки имеется реестр, формат А4, шир. корешка - 80 мм.,цвет синий. ""Hatber HD""";50;Штука;625.00;31 250.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1030;4312698-1;9499059-ОЛ-ОИ3;28284133;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ручка канцелярская;"Ручка шариковая, синяя. Толщина стержня - 0,35 мм. Шариковая ручка с мягким резиновым грифом. ""Stabilo"" bille 508N X .Оригинал.";50;Штука;361.61;18 080.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1031;4312698-1;9499059-ОЛ-ОИ3;28285496;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Книга;Книга учета формат А4, 144 л., пустографка, обложка бумвинил. Цвет обложки синий.;15;Штука;1 339.29;20 089.35;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1032;4312698-1;9499059-ОЛ-ОИ3;28286118;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Конверт;Конверт В4, крафт, 250 x 353 х 40 мм., ,с расширением KurtStrip 40мм.цвет коричневый;200;Штука;113.39;22 678.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1033;4312698-1;9499059-ОЛ-ОИ3;28228678;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага для офисного оборудования;Бумага белая Performer. Формат A4, 80гр, в пачке 500л, CIE 146, класс С, Xerox (Россия), без содержания хлора;330;Одна пачка;1 205.36;397 768.80;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1034;4312698-1;9499059-ОЛ-ОИ3;28273287;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Индекс;"Индексы, самоклеящаяся бумага, 5 цв, размер 20*50мм. Плотность-75 г/м2, ""Deli""";50;Набор;200.89;10 044.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1035;4312698-1;9499059-ОЛ-ОИ3;28288765;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Зажим;"Зажим - 51мм, в упаковке 12шт . ""АЙСА"" золотистый (NINGBO TIANHONG), материал сталь.";5;Одна пачка;1 250.00;6 250.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1036;4312698-1;9499059-ОЛ-ОИ3;28285469;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал в линейку, Количество листов: 50, формат: А4 (альбомный), материал обложки: картон, вид бумаги: офсет;6;Штука;401.79;2 410.74;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1037;4312698-1;9499059-ОЛ-ОИ3;28284790;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Папка;"Изготов. из плотного картона, по нижнему краю папка окантована метал. полоской. На внутр. стороне обложки имеется реестр, формат А4, шир. корешка - 50 мм.,цвет синий. ""Hatber HD""";30;Штука;625.00;18 750.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1038;4312698-1;9499059-ОЛ-ОИ3;28285882;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Конверт;Конверт крафт А5, треугольный клапан, 80 гр/м2, Высота: 162 мм. Ширина: 229 мм.;200;Штука;35.71;7 142.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1039;4312698-1;9499059-ОЛ-ОИ3;28285610;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал регистрации приказов, А-4, 50 листов, в линейку, офсетная бумага.;6;Штука;446.43;2 678.58;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1040;4312698-1;9499059-ОЛ-ОИ3;28284055;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ручка канцелярская;"Ручка шариковая, синяя. Толщина стержня - 0,5 мм. Шариковая ручка с мягким резиновым грифом. ""CELLO MAXRITER XS"". Cello (Индия) оригинал.";300;Штука;138.40;41 520.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1041;4312698-1;9499059-ОЛ-ОИ3;28289057;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Пленка;Бумага самоклейка Сплендорлюкс Металл. Argento - серебряный. Чистоцеллюлозный картон с односторонним покрытием. С металлическим оттенком. Покрытие выполнено методом литья. Оборот - без покрытия. Хорошо поддаётся ламинированию. В листах формата 72х102 см. Плотность не менее 200г.;5;Штука;1 607.14;8 035.70;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1042;4312698-1;9499059-ОЛ-ОИ3;28284190;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Органайзер;Настольный органайзер Berlingo City Style, 9 предметов, цвет черный, материал пластик№ .Размеры: 12,8*12,8*13 см;5;Штука;3 794.64;18 973.20;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1043;4312698-1;9499059-ОЛ-ОИ3;28273294;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ножницы;"Для резки бумаги, картона, ткани, лезвия из высококачеств. нержав. стали. р-р 18 см. с прорезиненной ручкой. ""Deli""";10;Штука;406.25;4 062.50;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1044;4312698-1;9499059-ОЛ-ОИ3;28285110;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал для доверенностей, А4.;1;Штука;446.43;446.43;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1045;4312698-1;9499059-ОЛ-ОИ3;28289052;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Папка;Папка с обложкой из бумаги UniCover Spine A5 15 Белая-черная;6;Штука;312.50;1 875.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1046;4312698-1;9499059-ОЛ-ОИ3;28289121;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага для офисного оборудования;Белая, A3 формат, плотность 90 г/м2, Яркость 91% ISO Белизна 161% CIE, в пачке 500 листов;1;Одна пачка;5 446.43;5 446.43;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1047;4312698-1;9499059-ОЛ-ОИ3;28283737;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Степлер;"Степлер 24/6, сшивает до 15 листов, раскрытие 55 мм, в метал. корпусе с пластик. механизм для подачи скоб. ""OfficeSpace""";10;Штука;625.00;6 250.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1048;4312698-1;9499059-ОЛ-ОИ3;33794913;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Ручка канцелярская;"Гелевая, толщина линии: 0,7 мм, цвет: черный, прозрачный корпус. Berlingo ""Velvet"". Оригинал.";20;Штука;178.57;3 571.40;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1049;4312698-1;9499059-ОЛ-ОИ3;28285188;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Журнал;Журнал для регистрации исходящей корреспонденции. Формат: 20-25*30-40 вертикальный, 50- 100 страницы. Обложка белый картон.;2;Штука;401.79;803.58;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1050;4312698-1;9499059-ОЛ-ОИ3;28289206;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Обложка;Прозрачные для переплёта(А4), толщина 200мкм, 100 шт.;2;Одна пачка;7 142.86;14 285.72;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1051;4312698-1;9499059-ОЛ-ОИ3;28285744;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Стержень;Waterman Carene Black стержень для шариковых ручек Black (черный) (Франция). Оригинал.;5;Штука;2 410.72;12 053.60;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1052;4312698-1;9499059-ОЛ-ОИ3;28228713;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Бумага для офисного оборудования;Формат А3, категория С, плотность 80 г/м², белизна CIE 146%, 500 листов в пачке. Xerox (Россия), без содержания хлора;20;Одна пачка;3 282.14;65 642.80;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1053;4312698-1;9499059-ОЛ-ОИ3;28284276;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Калькулятор;Калькулятор настольный Citizen Business Line CMB, 12 разрядов, 100*136*32 мм, цвет черный, с солнечным элементом зарядки. Оригинал.;5;Штука;3 251.79;16 258.95;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1054;4312698-1;9499059-ОЛ-ОИ3;28284735;"РГП ""Дирекция административных зданий Управления делами Президента Республики Казахстан в городе Алматы"" на ПХВ";Товар;Файл - вкладыш;"Файл-вкладыш, формат А4, плотность 60 мк. ""Hatber HD"", прозрачный.";600;Штука;13.39;8 034.00;2020-05-15 13:54:00;2020-05-20 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
