№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
1556;5376206-1;41207167-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Нож;ГОСТ ISO 8442-1-2013. Нож для пиццы. В блистере.Применяется для резки готовых изделий из теста: пиццы, пирогов, выпечки и т.д.Диаметр ножа 7,5 см.С ограничителем (для безопасности).Общая длина - 193 ммШирина - 65 мм. Высота - 19 мм. Вес - 70 гр. Нержавеющая сталь AISI 430 (16,0-18,0% хром, 0,75% никель, max 0,12% углерод, max 1,0% марганец, max 1,0% кремний, max 0,04% фосфор, max 0,030 сера).;2;Штука;5 000.00;10 000.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1557;5376206-1;41207975-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Стекло листовое;ГОСТ 111-2014 . Каленое стекло на стол, прозрачный. Размеры: ширина 83 см, длина 145 см, толщина 5 мм.;5;Штука;11 000.00;55 000.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1558;5376206-1;41207966-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кружка;ГОСТ 30407-96. Бокал для айриш кофе на 250 мл. Высота 14 cм, Диаметр 7 cмОбъем 250 см3, на ножке;100;Штука;500.00;50 000.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1559;5376206-1;41207148-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пломба контрольная;ГОСТ 30269-95 Пломба свинцовая небольшими металическими дисками с двумя отверстиями для протягивания пломбы, диаметр - 10 мм;2;Килограмм;3 300.00;6 600.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1560;5376206-1;41207979-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Флакон-туба;"Емкость для соусов; пластик; объем - 0,69мл; D=65, H=255мм";5;Штука;475.00;2 375.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1561;5376206-1;41207146-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мешок;ГОСТ 12302-2013. Одноразовые мешки кондитерские, размер M, 100 шт в уп.;20;Упаковка;2 400.00;48 000.00;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка состоялась
1562;5375999-1;41207138-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Касалетка;ГОСТ 17151-2019. Одноразовая посуда-касалетки с крышками, из фольги 21,7*11,3*5,3 см. 865 мл;100;Штука;180.00;18 000.00;2021-01-29 09:18:18;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1563;5375998-1;41207158-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Кастрюля;"ГОСТ 27002-86. Кастрюля с/крышк; сталь нерж.; 7,5л; D=22, H=20см. Марка - Pintinox";2;Штука;36 652.00;73 304.00;2021-01-29 09:18:17;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1564;5375997-1;41207151-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Стакан;Стаканы одноразовые с крышкой , бумажные для горячих напитков. Емкость - 350 мл;800;Штука;35.00;28 000.00;2021-01-29 09:18:20;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1565;5375997-1;41207152-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Тарелка;Тарелка одноразовая круглая д-19см;500;Штука;18.00;9 000.00;2021-01-29 09:18:20;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1566;5375997-1;41207171-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Сковорода;"ГОСТ 27002-86. Сковорода для блинов с ручкой, марка - Matfer; алюмин., керамика; D=25, H=2, L=45, B=25см; коричнев., бежев.. С керамическим покрытием";2;Штука;31 540.00;63 080.00;2021-01-29 09:18:20;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1567;5375997-1;41207149-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Стакан;Чашка чайная с ручкой, одноразовая, материал пластик. Емкость - 200 мл;230;Штука;30.00;6 900.00;2021-01-29 09:18:20;2021-02-03 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1568;5374953-1;41380881-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Скотч;канцелярский скотч ширина 48 мм, длина 200 м., цвет прозрачный.;717;Штука;392.86;281 680.62;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1569;5374953-1;41380890-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Обложка;Обложка для переплета формата А3, прозрачного цвета.Плотность 230 мкм. В упаковке 100 шт.;6;Одна пачка;4 017.86;24 107.16;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1570;5374953-1;41380845-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Антистеплер;Антистеплер для удаления скоб №10, 24/6. Имеет фиксатор для хранения в сложенном положении. Материал: пластик/металл;15;Штука;151.79;2 276.85;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1571;5374953-1;41380888-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Диск;Стандартные оптические компакт-диски CD-RW, объем данных 700 МБ, скорость записи не более 12х;36;Штука;223.22;8 035.92;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1572;5374953-1;41380853-ЗЦП3;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Ластик;Ластик из синтетического каучука с центровкой, белый;52;Штука;53.57;2 785.64;2021-02-10 09:00:00;2021-02-17 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1573;5371093-1;41453006-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Очиститель;ГОСТ Р 51696-2003. Карандаш для чистки утюга, Состав: карбамид 30%, органические кислоты.;48;Штука;120.00;5 760.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1574;5371093-1;41453008-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Очиститель;"Антистатик для всех видов ткани ""Cotico"" (спрей), 200 мл";36;Бутылка;2 100.00;75 600.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка состоялась
1575;5371093-1;41453025-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Порошок;"Стиральный порошок ""Ariel"" 450 гр.";108;Одна пачка;290.00;31 320.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1576;5371093-1;41453026-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Порошок;ГОСТ Р 51696-2003. Антинакипин для чайников 90-100 грамм;108;Одна пачка;100.00;10 800.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1577;5371093-1;41452448-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство чистящее;"Чистящее средство для утюгов (жидкое) ""ECO&CLEAN"" CP-016 250 мл.";36;Бутылка;800.00;28 800.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1578;5371093-1;41452449-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство чистящее;"Чистящее средство для плит и духовок ""Effect"", 500 мл.";60;Бутылка;450.00;27 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1579;5371093-1;41452454-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;Автошампунь LAVR Auto Shampoo Color, 5 л;24;Бутылка;2 000.00;48 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1580;5371093-1;41452456-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;Средство очистки кофемашин Delonghi DLSC550 Eco MultiClean, объем 250 мл;15;Бутылка;6 000.00;90 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1581;5371093-1;41452457-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"ГОСТ Р 51696-2003. Таблетки для ополоскиванияпароконвектомата (посудомоечной машины) ""Rational"". Количество в упаковке: 100 штук. Размер: 230x200x200 мм. Вес: 6 кг";7;Упаковка;35 000.00;245 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1582;5371093-1;41452458-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"ГОСТ Р 51696-2003.Таблетки моющие для пароконвектомата (посудомоечной машины) ""Rational"". 100 штук в упаковке. Размер: 120х120х100 мм; Вес: 6 кг";10;Упаковка;35 000.00;350 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1583;5371093-1;41452459-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"ГОСТ Р 51696-2003. Средство для мытья посуды вручную ""Cooky E"". Гелеобразное концентрированное средство: концентрат-0,3 гр. на 1 л. воды. Объем 5 л";96;Бутылка;2 500.00;240 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1584;5371093-1;41452461-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"СТ РК ГОСТ Р 51696-2003. Средство с высокой степенью очистки для удаления жира, Professional ""Зверь"". Объем 5 л";3;Бутылка;5 000.00;15 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1585;5371093-1;41452463-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"ГОСТ Р 51696-2003. Концентрированное средство для мытья поверхностей из нержавеющей стали ""Dolphin Crystal Shine"", 5 л";8;Бутылка;4 800.00;38 400.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1586;5371093-1;41452468-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"Крахмал жидкий ""XQ"", 1 л";24;Бутылка;1 400.00;33 600.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1587;5371093-1;41452481-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Совок;СТ РК ГОСТ Р 50962-2008. Совок 280*195 мм, ТМ Elfe;15;Штука;380.00;5 700.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1588;5371093-1;41452437-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Тряпка;"ГОСТ 14253-83. Салфетки влаговпитывающие ""Фрекен Бок Аккорд"", 3 штуки в упаковке.";12;Упаковка;450.00;5 400.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1589;5371093-1;41452984-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лента упаковочная;ГОСТ 9327-60. Атласная белая лента, ширина - 12 мм, длина - 27 м. Состав: 100% полиэтилен;12;Рулон;420.00;5 040.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1590;5371093-1;41452974-ЗЦП2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Губка;"Губка автоблеск поролоновая ""NikAuto"", высота 5см, ширина 21см, длина 15 см.";60;Штука;450.00;27 000.00;2021-02-02 09:00:00;2021-02-09 09:00:00;Запрос ценовых предложений;Закупка не состоялась
1591;5370896-1;41452965-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Аптечка медицинская;СТ РК 2684-2015. Аптечка включает в себя 13 наименований в соотвествии с приказом Министра здровоохранения и социального развития РК от 02 июля 2014 года №368.;78;Комплект;3 000.00;234 000.00;2021-01-28 09:45:17;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1592;5370799-1;41380852-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Нож;ширина 18 мм, корпус пластик.;34;Штука;129.46;4 401.64;2021-01-28 09:36:12;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1593;5370798-1;41380888-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Диск;Стандартные оптические компакт-диски CD-RW, объем данных 700 МБ, скорость записи не более 12х;36;Штука;223.22;8 035.92;2021-01-28 09:36:18;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1594;5370796-1;41380883-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Маркер;текстовой, пластиковый, толщина 1-5 мм, в наборе 4 шт.(желтый, зеленый, розовый и синий);156;Штука;178.58;27 858.48;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1595;5370796-1;41380886-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Зажим;Зажим для бумаги и документов, размер 41мм., в одной упаковке 12шт.;36;Одна пачка;428.57;15 428.52;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1596;5370796-1;41380863-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Скоба;Р-р 24, в одной пачке 1000 шт.;73;Одна пачка;89.29;6 518.17;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1597;5370796-1;41380877-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пружина;Пружина для переплета диаметр 22 мм, шаг пружины 3 витка, сечение проволоки 1,0 мм, цвет белый, металлическая в упаковке 50 ш;10;Упаковка;3 794.65;37 946.50;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1598;5370796-1;41380847-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Лента специальная;бумага для факса 210х12мм*24м, пл.55г/м кв;16;Рулон;401.79;6 428.64;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1599;5370796-1;41380853-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Ластик;Ластик из синтетического каучука с центровкой, белый;52;Штука;53.57;2 785.64;2021-01-28 09:36:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1600;5370766-1;41371040-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Линейка;30см., прозрачный. ГОСТ 17435-72;47;Штука;107.14;5 035.58;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1601;5370766-1;41371042-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Папка;скоросшиватель, пластиковая, формат A4, 50 мм. ГОСТ 21479-87;550;Штука;62.50;34 375.00;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1602;5370766-1;41371044-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Папка;"Скоросшиватель ""Дело"", пл.320 гр/м2, формата А4. ГОСТ 21479-87";100;Штука;44.65;4 465.00;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1603;5370766-1;41371037-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Конверт;Конверт белый формат А6, стрип, плотность 80 г/м2. ГОСТ Р 51506-99;84;Штука;17.86;1 500.24;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1604;5370766-1;41371038-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Конверт;конверт Е65, 110*220мм, стрип, прямоугольный клапан, плотность 80 г/м2. ГОСТ Р 51506-99;64;Штука;17.86;1 143.04;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1605;5370766-1;41371039-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Конверт;Конверт формат А5 162*229, белый, стрип, прямоугольный клапан, плотность 80г/м2. ГОСТ Р 51506-99;196;Штука;26.79;5 250.84;2021-01-28 09:30:15;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1606;5370764-1;41453027-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Салфетка;ГОСТ Р 52354-2008. Салфетки 2-х слойные в коробках, 80-100 штук в упаковке;36;Упаковка;450.00;16 200.00;2021-01-28 09:30:19;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1607;5370764-1;41452484-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Салфетка;ГОСТ Р 52354-2008 Салфетки ажурные, белые, диаметр- 18 см., (250 штук в упаковке), под торты и десерты;48;Упаковка;2 000.00;96 000.00;2021-01-28 09:30:19;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1608;5370764-1;41452433-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фартук;ГОСТ: 12.4.029-76 Фартук клеёнчатый без размерный, универсальный;96;Штука;900.00;86 400.00;2021-01-28 09:30:19;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1609;5370681-1;41452431-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фольга;Алюминиевая фольга рулоне 100 м.;36;Рулон;1 000.00;36 000.00;2021-01-28 09:14:58;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1610;5370679-1;41452993-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пакет;Мешок отрывной 500 шт/рул.;90;Рулон;600.00;54 000.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1611;5370679-1;41452994-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пакет;Пакет полиэтилен,обычный, с ручками 20 шт./рул.;72;Рулон;250.00;18 000.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1612;5370679-1;41452997-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мешок;ГОСТ 12302-2013. Мешок (пакет прозрачный) отрывной, полиэтиленовый, для пищевых продуктов. Размер 24*36*9 см, без ручек. В рулоне - 500 штук;625;Рулон;900.00;562 500.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1613;5370679-1;41452998-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мешок;ГОСТ 12302-2013. Пакет-маечка (пакет прозрачный) отрывной, полиэтиленовый, для пищевых продуктов. Размер 250*450мм в рулоне. В рулоне -500 штук 25*40*;805;Рулон;1 000.00;805 000.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1614;5370679-1;41453004-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Мыло;"ГОСТ 31696-2012. Жидкое мыло ""Aro"", Алоэ Вера, 5л. Состав: деионизированная вода, АПАВ, НПАВ, хлорид натрия, лимонная кислота, отдушка, концентрат, краситель.";19;Бутылка;2 300.00;43 700.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1615;5370679-1;41453010-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пакет;ГОСТ 32736-2014 Вакуумный пакет из полиэтилена, 15*30 см;192;Штука;55.00;10 560.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1616;5370679-1;41453011-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пакет;ГОСТ 32736-2014 Вакуумный пакет из полиэтилена, 25 * 25 см;4020;Штука;110.00;442 200.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1617;5370679-1;41452443-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"Жидкий порошок 1 л (для белого) ""Perwoll""";72;Бутылка;1 200.00;86 400.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1618;5370679-1;41452447-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство чистящее;"Средство чистящее универсальное ""Cillit Bang"" 750 мл";66;Бутылка;1 300.00;85 800.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1619;5370679-1;41452451-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство чистящее;"Отбеливатель для цветного белья ""Santex"", 1л.";120;Бутылка;800.00;96 000.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1620;5370679-1;41452452-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство чистящее;"Отбеливатель для белого белья ""Santex"", 1л.";72;Бутылка;800.00;57 600.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1621;5370679-1;41453019-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Пленка;Пищевая пленка в рулоне 100 м;38;Рулон;500.00;19 000.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1622;5370679-1;41453020-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Полироль;Полироль, Pronto 300 мл.;36;Бутылка;800.00;28 800.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1623;5370679-1;41453024-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Порошок;"ГОСТ 25644-96. Стиральный порошок ""Ariel"" (автомат), 4,5 кг/пачка (< 5% анионные пав, неионогенные пав, поликарбоксилаты, цеолиты; энзимы, ароматизирующие добавки)";301;Одна пачка;3 200.00;963 200.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1624;5370679-1;41452464-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;"ГОСТ Р 51696-2003. Моющее средство, для металлических поверхностей в бутылке объем 500 мл; состав: > 5 %, но < 15 % растворитель, < 5 % НПАВ, < 5 %: АПАВ, d-лимонен, соль ЭДТА, ароматизирующая добавка";120;Бутылка;780.00;93 600.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
1625;5370679-1;41452471-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Средство моющее;ГОСТ Р 51696-2003. Чистящее средство для изделий из золота и серебра, 600 мл. Состав:более 30% мягкий абразивный наполнитель, менее 5% щелочь, менее 5% АПАВ и НПАВ, менее 5% загуститель, консервант, краситель, ароматизатор.;60;Бутылка;790.00;47 400.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка не состоялась
1626;5370679-1;41452432-ОИ2;;"РГП на ПХВ ""Дирекция государственных резиденций Управления Делами Президента Республики Казахстан""";Товар;Фольга;ГОСТ 745-2014 Фольга для пищевых продуктов, размеры: длина 72 м, ширина 30см, в рулоне., толщина 14 мкр;228;Рулон;2 200.00;501 600.00;2021-01-28 09:14:44;2021-02-02 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
